Image Name,Label
frame_000285.bmp,Good
frame_000286.bmp,Good
frame_000287.bmp,Good
frame_000288.bmp,Good
frame_000289.bmp,Good
frame_000290.bmp,Good
frame_000291.bmp,Good
frame_000292.bmp,Good
frame_000297.bmp,Good
frame_000298.bmp,Good
frame_000299.bmp,Good
frame_000300.bmp,Good
frame_000301.bmp,Good
frame_000302.bmp,Good
frame_000697.bmp,Bad
frame_000698.bmp,Bad
frame_000699.bmp,Bad
frame_000700.bmp,Bad
frame_000701.bmp,Bad
frame_000702.bmp,Bad
frame_000703.bmp,Bad
frame_000704.bmp,Bad
frame_000705.bmp,Bad
frame_000706.bmp,Bad
frame_000707.bmp,Bad
frame_000708.bmp,Bad
frame_000709.bmp,Good
frame_000900.bmp,Good
frame_000901.bmp,Good
frame_000902.bmp,Good
frame_000903.bmp,Good
frame_000904.bmp,Good
frame_000905.bmp,Good
frame_000906.bmp,Good
frame_000907.bmp,Good
frame_000908.bmp,Good
frame_000930.bmp,Good
frame_000931.bmp,Bad
frame_000932.bmp,Bad
frame_000933.bmp,Bad
frame_000934.bmp,Bad
frame_000935.bmp,Bad
frame_000936.bmp,Bad
frame_000937.bmp,Bad
frame_000938.bmp,Bad
frame_000939.bmp,Bad
frame_004692.bmp,Bad
frame_004693.bmp,Bad
frame_004694.bmp,Bad
frame_004695.bmp,Bad
frame_004696.bmp,Bad
frame_004709.bmp,Bad
frame_004710.bmp,Bad
frame_004711.bmp,Bad
frame_004748.bmp,Bad
frame_004749.bmp,Bad
frame_004750.bmp,Bad
frame_004751.bmp,Bad
frame_004752.bmp,Bad
frame_004753.bmp,Bad
frame_004757.bmp,Bad
frame_004758.bmp,Bad
frame_004759.bmp,Bad
frame_004760.bmp,Bad
frame_004761.bmp,Bad
frame_004762.bmp,Bad
frame_004763.bmp,Bad
frame_004783.bmp,Bad
frame_004784.bmp,Bad
frame_004785.bmp,Bad
frame_004786.bmp,Bad
frame_004787.bmp,Bad
frame_004788.bmp,Bad
frame_005009.bmp,Bad
frame_005010.bmp,Bad
frame_005011.bmp,Bad
frame_005012.bmp,Bad
frame_005013.bmp,Bad
frame_005223.bmp,Bad
frame_005224.bmp,Bad
frame_005225.bmp,Bad
frame_005226.bmp,Bad
frame_005227.bmp,Bad
frame_005228.bmp,Bad
frame_005229.bmp,Bad
frame_005230.bmp,Bad
frame_005231.bmp,Bad
frame_005232.bmp,Bad
frame_005233.bmp,Bad
frame_005234.bmp,Bad
frame_005235.bmp,Bad
frame_005236.bmp,Bad
frame_005237.bmp,Bad
frame_005238.bmp,Bad
frame_005239.bmp,Bad
frame_005240.bmp,Bad
frame_005241.bmp,Bad
frame_005242.bmp,Bad
frame_005243.bmp,Bad
frame_005244.bmp,Bad
frame_005245.bmp,Bad
frame_005246.bmp,Bad
frame_005247.bmp,Bad
frame_005248.bmp,Bad
frame_005249.bmp,Bad
frame_005250.bmp,Bad
frame_005251.bmp,Bad
frame_005252.bmp,Bad
frame_005253.bmp,Bad
frame_005254.bmp,Bad
frame_005255.bmp,Bad
frame_005256.bmp,Bad
frame_005257.bmp,Bad
frame_005258.bmp,Bad
frame_005259.bmp,Bad
frame_005260.bmp,Bad
frame_005261.bmp,Bad
frame_005262.bmp,Bad
frame_005263.bmp,Bad
frame_005264.bmp,Bad
frame_005265.bmp,Bad
frame_005266.bmp,Bad
frame_005267.bmp,Bad
frame_005268.bmp,Bad
frame_005269.bmp,Bad
frame_005270.bmp,Bad
frame_005271.bmp,Bad
frame_005272.bmp,Bad
frame_005273.bmp,Bad
frame_005274.bmp,Bad
frame_005275.bmp,Bad
frame_005276.bmp,Bad
frame_005277.bmp,Bad
frame_005278.bmp,Bad
frame_005348.bmp,Bad
frame_005349.bmp,Bad
frame_337.png,Bad
